latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
17.45034,78.22091,322.47,1.71,1.28,2022-01-24,0834,A,71,6.1NRT,301.43,23.94,D
17.26536,73.84339,313.06,1.01,1.01,2022-01-24,0834,A,34,6.1NRT,299.72,6.31,D
17.26403,73.83391,317.31,1.01,1.01,2022-01-24,0834,A,62,6.1NRT,302.34,10.32,D
17.34878,74.1117,316.07,1.03,1.01,2022-01-24,0834,A,58,6.1NRT,302.31,5.9,D
18.20569,78.6973,312,1.9,1.35,2022-01-24,0834,A,49,6.1NRT,297.49,11.19,D
17.96535,75.77852,323.61,1.21,1.09,2022-01-24,0834,A,73,6.1NRT,302.73,16.24,D
18.00806,75.25365,316.14,1.14,1.06,2022-01-24,0834,A,59,6.1NRT,300.88,8.72,D
18.00666,75.24305,315.3,1.14,1.06,2022-01-24,0834,A,55,6.1NRT,300.41,7.78,D
18.0755,74.70912,315.9,1.08,1.04,2022-01-24,0834,A,61,6.1NRT,300.55,8.28,D
18.55188,77.00031,313.48,1.46,1.19,2022-01-24,0834,A,51,6.1NRT,298.54,9.22,D
18.09821,73.22157,325.19,1,1,2022-01-24,0834,A,77,6.1NRT,300.59,17.61,D
18.09689,73.21223,318.97,1,1,2022-01-24,0834,A,68,6.1NRT,299.11,11.7,D
18.30332,74.43185,318.15,1.06,1.03,2022-01-24,0834,A,66,6.1NRT,303,7.36,D
18.26908,73.19194,349.02,1,1,2022-01-24,0834,A,95,6.1NRT,302.69,54.96,D
18.26776,73.18258,316.96,1,1,2022-01-24,0834,A,65,6.1NRT,301.53,9.28,D
18.33464,73.19413,317.81,1,1,2022-01-24,0834,A,67,6.1NRT,300.56,10.54,D
18.36079,73.31482,353.33,1.01,1,2022-01-24,0834,A,97,6.1NRT,302.19,62.19,D
18.35947,73.30542,317.97,1.01,1,2022-01-24,0834,A,64,6.1NRT,302.19,7.54,D
18.61313,74.748,312.81,1.1,1.04,2022-01-24,0834,A,21,6.1NRT,299.39,3.45,D
18.63531,74.30678,316.1,1.06,1.03,2022-01-24,0834,A,61,6.1NRT,302.02,8.12,D
18.64999,74.07697,334.03,1.04,1.02,2022-01-24,0834,A,85,6.1NRT,303.12,27.35,D
18.64866,74.06721,313.85,1.04,1.02,2022-01-24,0834,A,31,6.1NRT,301.52,4.33,D
18.68962,73.03666,315.13,1,1,2022-01-24,0834,A,0,6.1NRT,304.28,7.58,D
19.30208,76.36512,314.58,1.36,1.15,2022-01-24,0834,A,31,6.1NRT,299.52,8.6,D
19.29921,76.35877,318.17,1.36,1.15,2022-01-24,0834,A,67,6.1NRT,300.2,13.85,D
18.93375,73.33253,316.12,1.01,1,2022-01-24,0834,A,61,6.1NRT,300.83,7.25,D
19.64034,77.62182,312.68,1.67,1.27,2022-01-24,0834,A,56,6.1NRT,299.52,11.4,D
19.09491,73.16911,313.29,1.01,1,2022-01-24,0834,A,40,6.1NRT,300.85,6.08,D
19.53615,74.24127,317.23,1.07,1.03,2022-01-24,0834,A,65,6.1NRT,300.03,9.36,D
20.41927,81.41547,309.32,3.28,1.71,2022-01-24,0834,A,55,6.1NRT,295.86,25.7,D
19.33419,72.01695,316.19,1.01,1,2022-01-24,0834,A,65,6.1NRT,294.75,11.49,D
21.22952,76.761,311.18,1.53,1.22,2022-01-24,0834,A,54,6.1NRT,296.74,11.87,D
21.46807,72.76603,311.93,1.01,1,2022-01-24,0834,A,42,6.1NRT,299.71,4.27,D
23.79494,75.62489,306.66,1.4,1.17,2022-01-24,0834,A,23,6.1NRT,294.79,6.87,D
23.35481,70.05147,322.42,1.06,1.03,2022-01-24,0834,A,72,6.1NRT,304.92,11.52,D
24.52822,69.46787,318.05,1.09,1.04,2022-01-24,0834,A,58,6.1NRT,305.98,6.4,D
24.82366,68.06647,313.97,1.25,1.11,2022-01-24,0834,A,60,6.1NRT,303.1,8.02,D
25.01448,68.85837,313.92,1.13,1.06,2022-01-24,0834,A,52,6.1NRT,301.05,7.9,D
26.06913,75.97721,303.9,1.58,1.24,2022-01-24,0834,A,20,6.1NRT,292.19,7.62,D
26.2234,69.02286,313.09,1.09,1.04,2022-01-24,0837,A,53,6.1NRT,294.47,9.5,D
26.58045,68.88333,343.75,1.09,1.04,2022-01-24,0837,A,92,6.1NRT,294.89,52.84,D
26.95005,67.80393,309.2,1.2,1.09,2022-01-24,0837,A,48,6.1NRT,296.77,7.89,D
27.60814,69.01865,313.88,1.06,1.03,2022-01-24,0837,A,62,6.1NRT,296.54,8.67,D
27.60649,69.00809,321.11,1.06,1.03,2022-01-24,0837,A,76,6.1NRT,299.09,15.86,D
27.50943,68.27711,314.69,1.12,1.06,2022-01-24,0837,A,70,6.1NRT,295.67,12.81,D
27.97325,69.28285,307.05,1.03,1.02,2022-01-24,0837,A,49,6.1NRT,295.39,4.83,D
28.0869,69.18394,304.94,1.04,1.02,2022-01-24,0837,A,0,6.1NRT,293.57,3.98,D
28.06259,69.02711,306.25,1.05,1.02,2022-01-24,0837,A,0,6.1NRT,295.48,4.72,D
28.30581,69.71735,305.09,1.01,1.01,2022-01-24,0837,A,33,6.1NRT,294.53,3.93,D
28.40742,69.96249,307.66,1,1,2022-01-24,0837,A,54,6.1NRT,294.1,5.4,D
28.40593,69.95237,352.3,1,1,2022-01-24,0837,A,97,6.1NRT,295.67,65.41,D
28.49421,70.11691,318.66,1,1,2022-01-24,0837,A,75,6.1NRT,295.89,14.14,D
28.49273,70.1068,307.4,1,1,2022-01-24,0837,A,52,6.1NRT,295.93,5.32,D
28.59358,70.61652,309.63,1,1,2022-01-24,0837,A,54,6.1NRT,292.68,7.76,D
28.5724,70.34061,306.82,1,1,2022-01-24,0837,A,41,6.1NRT,292.89,5.66,D
29.056,70.56192,306.06,1,1,2022-01-24,0837,A,36,6.1NRT,293.17,5.52,D
28.59403,67.42982,310.94,1.19,1.08,2022-01-24,0837,A,61,6.1NRT,298,5.71,D
29.1297,70.50092,313.11,1,1,2022-01-24,0837,A,68,6.1NRT,295.02,9.83,D
29.12826,70.49075,308.79,1,1,2022-01-24,0837,A,58,6.1NRT,294.33,6.68,D
29.28566,71.4979,307.26,1.04,1.02,2022-01-24,0837,A,55,6.1NRT,293.98,6.43,D
29.20482,70.90587,321.21,1.01,1,2022-01-24,0837,A,77,6.1NRT,292.08,18.51,D
29.18551,70.63676,312.18,1,1,2022-01-24,0837,A,65,6.1NRT,297.93,8.66,D
29.24842,70.55556,306.25,1,1,2022-01-24,0837,A,47,6.1NRT,292.06,5.46,D
29.62119,70.85105,305.43,1.01,1.01,2022-01-24,0837,A,53,6.1NRT,295.26,4.82,D
30.51758,69.89684,306.33,1,1,2022-01-24,0837,A,62,6.1NRT,287.51,6.98,D
31.54592,70.87512,313.4,1.03,1.02,2022-01-24,0837,A,60,6.1NRT,291.48,11.65,D
31.67887,70.89926,308.3,1.04,1.02,2022-01-24,0837,A,50,6.1NRT,290.84,6.6,D
31.68793,70.89758,317.8,1.04,1.02,2022-01-24,0837,A,78,6.1NRT,292.32,14.92,D
31.68648,70.88679,303.73,1.04,1.02,2022-01-24,0837,A,38,6.1NRT,292.61,4.11,D
31.82371,70.81586,303.15,1.03,1.02,2022-01-24,0837,A,53,6.1NRT,292.32,4.21,D
31.92639,71.09825,305.77,1.05,1.02,2022-01-24,0837,A,61,6.1NRT,290.94,6.84,D
31.92494,71.08726,304.89,1.05,1.02,2022-01-24,0837,A,58,6.1NRT,290.84,6.25,D
31.92901,69.45561,306.93,1,1,2022-01-24,0837,A,64,6.1NRT,288.94,6.45,D
32.93553,71.80401,304.9,1.13,1.06,2022-01-24,0837,A,60,6.1NRT,291.93,5.55,D
32.93404,71.79208,332.76,1.13,1.06,2022-01-24,0837,A,88,6.1NRT,291.96,37.34,D
37.11018,62.35785,303.76,1.58,1.24,2022-01-24,0839,A,57,6.1NRT,286.52,7.26,D
38.43376,64.78053,311.34,1.14,1.06,2022-01-24,0839,A,71,6.1NRT,286.46,12.16,D
18.75549,95.28878,300.46,1.78,1.31,2022-01-24,1611,T,28,6.1NRT,290.41,10.71,N
20.96005,85.17645,303.89,1.43,1.18,2022-01-24,1613,T,57,6.1NRT,289.26,12.15,N
29.99362,55.84906,313.76,1.94,1.36,2022-01-24,1756,T,88,6.1NRT,269.06,48.52,N
18.56263,73.11692,306.22,2.75,1.59,2022-01-24,1751,T,67,6.1NRT,285.23,40.77,N
18.56602,73.11,303.1,2.75,1.59,2022-01-24,1751,T,53,6.1NRT,285.1,30.77,N
19.32836,72.02477,307.85,2.33,1.48,2022-01-24,1751,T,57,6.1NRT,294.25,23.02,N
19.34283,71.30319,309.43,2.06,1.4,2022-01-24,1751,T,66,6.1NRT,294.92,21.39,N
28.22711,101.91943,303.88,1.01,1,2022-01-24,1904,A,57,6.1NRT,276.08,10.3,N
26.62479,101.59509,317.76,1.01,1,2022-01-24,1904,A,96,6.1NRT,281.25,19.38,N
26.62334,101.60527,311.83,1.01,1,2022-01-24,1904,A,83,6.1NRT,281.47,14.46,N
19.33383,72.0173,312.47,1.34,1.15,2022-01-24,2044,A,79,6.1NRT,295.65,14.94,N
19.33225,72.02998,312.06,1.34,1.15,2022-01-24,2044,A,77,6.1NRT,295.62,14.44,N
19.3505,71.30747,307.63,1.49,1.21,2022-01-24,2044,A,55,6.1NRT,295.94,10.93,N
18.69079,73.04444,302.83,1.16,1.07,2022-01-24,2044,A,52,6.1NRT,288.75,8.92,N
18.56858,73.12028,316.01,1.15,1.07,2022-01-24,2044,A,92,6.1NRT,285.83,20.39,N
15.84911,75.59716,313.55,1.01,1.01,2022-01-24,2046,A,87,6.1NRT,287.89,14.22,N
18.69143,55.48719,310.31,1.56,1.23,2022-01-24,2224,A,80,6.1NRT,279.5,25.95,N
23.53108,100.74438,319.45,2.24,1.45,2022-01-25,0423,T,48,6.1NRT,286.91,50.12,D
23.53254,100.74,311.04,2.24,1.45,2022-01-25,0423,T,43,6.1NRT,285.42,32.47,D
23.52887,100.7593,318.45,2.25,1.45,2022-01-25,0423,T,70,6.1NRT,287.67,53.67,D
22.40791,97.54471,322.55,1.42,1.18,2022-01-25,0423,T,73,6.1NRT,293.03,27.06,D
22.71755,95.56432,317.44,1.1,1.05,2022-01-25,0423,T,75,6.1NRT,293.81,10.74,D
22.71585,95.57489,315.23,1.1,1.05,2022-01-25,0423,T,72,6.1NRT,295.04,8.58,D
22.71924,95.33226,314.47,1.08,1.04,2022-01-25,0423,T,70,6.1NRT,294.88,8.98,D
22.6041,95.63543,312.6,1.11,1.05,2022-01-25,0423,T,67,6.1NRT,296.47,6.46,D
22.19172,97.47506,308.26,1.41,1.18,2022-01-25,0423,T,32,6.1NRT,294.49,7.84,D
22.19708,97.46952,309.26,1.41,1.18,2022-01-25,0423,T,37,6.1NRT,294.93,9.22,D
21.24138,98.1281,311.34,1.62,1.25,2022-01-25,0423,T,59,6.1NRT,291.14,14.45,D
20.98334,97.03072,312.75,1.39,1.17,2022-01-25,0425,T,36,6.1NRT,296.63,8.36,D
20.95909,97.00626,312.19,1.39,1.17,2022-01-25,0425,T,64,6.1NRT,296.05,8.7,D
20.06536,98.17305,308.68,1.72,1.29,2022-01-25,0425,T,63,6.1NRT,292.99,17.6,D
20.21939,97.00711,313.93,1.42,1.18,2022-01-25,0425,T,65,6.1NRT,297.53,14.62,D
20.10202,97.09066,319.41,1.45,1.19,2022-01-25,0425,T,76,6.1NRT,295.97,24.1,D
19.82367,96.60917,312.69,1.36,1.16,2022-01-25,0425,T,66,6.1NRT,293,16.08,D
19.88212,95.38026,317.54,1.16,1.07,2022-01-25,0425,T,73,6.1NRT,303.31,8.25,D
19.88035,95.3912,319.72,1.16,1.07,2022-01-25,0425,T,75,6.1NRT,301.98,10.64,D
18.92013,100.10603,307.08,2.52,1.53,2022-01-25,0425,T,57,6.1NRT,295.03,18.46,D
19.40307,96.23228,319.63,1.31,1.14,2022-01-25,0425,T,70,6.1NRT,300.3,17.67,D
19.40103,96.24461,315.23,1.31,1.14,2022-01-25,0425,T,67,6.1NRT,300.94,10.83,D
19.37581,95.02153,319.47,1.13,1.06,2022-01-25,0425,T,75,6.1NRT,300.79,12.24,D
19.05902,95.32644,321.17,1.18,1.08,2022-01-25,0425,T,78,6.1NRT,302.51,13.62,D
19.02716,95.25777,328.22,1.17,1.08,2022-01-25,0425,T,84,6.1NRT,301.52,25.12,D
18.65742,95.38548,311.81,1.21,1.09,2022-01-25,0425,T,56,6.1NRT,300.27,6.85,D
18.43411,95.2534,320.3,1.19,1.09,2022-01-25,0425,T,76,6.1NRT,303.72,9,D
15.88835,99.29717,316.54,2.52,1.53,2022-01-25,0425,T,39,6.1NRT,298.52,34.24,D
14.1102,101.24464,322.55,3.85,1.83,2022-01-25,0425,T,77,6.1NRT,299.31,74.01,D
14.10364,101.23627,316.91,3.85,1.83,2022-01-25,0425,T,38,6.1NRT,299.3,36.51,D
28.97913,70.81855,305.89,1.01,1,2022-01-25,0559,T,50,6.1NRT,289.96,6.5,D
28.98764,70.38669,326.56,1,1,2022-01-25,0559,T,83,6.1NRT,292.37,23.59,D
28.93715,70.29412,305.54,1,1,2022-01-25,0559,T,54,6.1NRT,291.69,5.76,D
28.30668,73.34394,311.3,1.22,1.1,2022-01-25,0559,T,27,6.1NRT,296.82,5.34,D
28.29202,73.43012,313.28,1.24,1.11,2022-01-25,0559,T,64,6.1NRT,296.78,9.07,D
28.78612,70.2537,307.02,1,1,2022-01-25,0559,T,53,6.1NRT,289.98,6.54,D
28.78464,70.26381,309.71,1,1,2022-01-25,0559,T,63,6.1NRT,290.7,8,D
28.29066,73.37867,310.43,1.23,1.1,2022-01-25,0559,T,56,6.1NRT,295.92,5.32,D
28.73855,70.45251,307.57,1,1,2022-01-25,0559,T,56,6.1NRT,291.12,7.18,D
28.70182,70.38729,305.06,1,1,2022-01-25,0559,T,38,6.1NRT,291.16,6.05,D
28.67186,70.58942,305.58,1,1,2022-01-25,0559,T,40,6.1NRT,290.37,6.23,D
28.64843,70.18474,311.89,1,1,2022-01-25,0559,T,66,6.1NRT,291.07,9.61,D
28.64696,70.19484,311.99,1,1,2022-01-25,0559,T,66,6.1NRT,291.32,9.83,D
28.58325,70.06263,316.96,1,1,2022-01-25,0559,T,55,6.1NRT,291.44,13.62,D
28.50763,70.14201,308.65,1,1,2022-01-25,0559,T,57,6.1NRT,292.07,7.66,D
28.46297,70.00372,305.1,1,1,2022-01-25,0559,T,16,6.1NRT,291.91,4.17,D
28.45844,69.97184,307.97,1,1,2022-01-25,0559,T,56,6.1NRT,292.97,6.45,D
28.45698,69.98193,315.08,1,1,2022-01-25,0559,T,71,6.1NRT,293.2,11.74,D
28.29699,69.94028,303.28,1,1,2022-01-25,0559,T,40,6.1NRT,290.89,4.6,D
28.14767,69.56982,304.64,1.01,1,2022-01-25,0559,T,53,6.1NRT,291.22,4.94,D
28.11127,69.75999,305.95,1,1,2022-01-25,0559,T,55,6.1NRT,291.17,6.79,D
27.97823,69.20499,307.39,1.02,1.01,2022-01-25,0559,T,60,6.1NRT,293.75,6.04,D
27.9768,69.21519,317.59,1.02,1.01,2022-01-25,0559,T,76,6.1NRT,293.31,14.05,D
27.95549,69.23629,307.94,1.01,1.01,2022-01-25,0559,T,60,6.1NRT,292.72,7.13,D
27.95406,69.24648,303.55,1.01,1.01,2022-01-25,0559,T,29,6.1NRT,292.47,4.42,D
27.47545,72.39669,324.75,1.13,1.06,2022-01-25,0559,T,78,6.1NRT,298.64,19.26,D
27.53746,71.95264,311.47,1.09,1.04,2022-01-25,0559,T,39,6.1NRT,297.62,4.5,D
27.53572,71.96349,312.69,1.09,1.04,2022-01-25,0559,T,54,6.1NRT,297.15,5.69,D
27.46603,72.39476,314.3,1.13,1.06,2022-01-25,0559,T,38,6.1NRT,297.94,6.53,D
27.91313,69.40574,306.57,1.01,1,2022-01-25,0559,T,53,6.1NRT,291.5,6.13,D
27.47491,72.28069,320.12,1.12,1.06,2022-01-25,0559,T,72,6.1NRT,300.16,13.07,D
27.47309,72.29187,313.02,1.12,1.06,2022-01-25,0559,T,38,6.1NRT,299.39,5.8,D
27.46371,72.28996,314.75,1.12,1.06,2022-01-25,0559,T,35,6.1NRT,297.77,7.21,D
27.44448,72.17122,326.55,1.11,1.05,2022-01-25,0559,T,80,6.1NRT,299.16,20.47,D
27.44267,72.18227,338.67,1.11,1.05,2022-01-25,0559,T,84,6.1NRT,299.89,38.39,D
27.46379,71.95425,315.47,1.09,1.04,2022-01-25,0559,T,65,6.1NRT,298.06,9.35,D
27.46206,71.9651,312.54,1.09,1.04,2022-01-25,0559,T,38,6.1NRT,298.06,6.13,D
27.45859,71.98685,313.19,1.09,1.04,2022-01-25,0559,T,55,6.1NRT,297.21,6.32,D
27.42293,72.14941,336.88,1.11,1.05,2022-01-25,0559,T,77,6.1NRT,298.12,38.06,D
27.41937,72.17151,334.56,1.11,1.05,2022-01-25,0559,T,75,6.1NRT,298,30.98,D
27.41003,72.1696,339.22,1.11,1.05,2022-01-25,0559,T,78,6.1NRT,298.78,39.49,D
27.38654,72.31452,312.45,1.13,1.06,2022-01-25,0559,T,58,6.1NRT,297.44,6.84,D
27.38471,72.32575,311.34,1.13,1.06,2022-01-25,0559,T,54,6.1NRT,297.2,6.04,D
27.40919,72.05581,326.48,1.1,1.05,2022-01-25,0559,T,76,6.1NRT,300.62,20.53,D
27.40521,72.02115,316.5,1.1,1.05,2022-01-25,0559,T,26,6.1NRT,299.29,7.75,D
27.1754,71.84434,311.85,1.09,1.04,2022-01-25,0559,T,33,6.1NRT,298.45,4.4,D
27.41238,68.50985,305.81,1.04,1.02,2022-01-25,0559,T,47,6.1NRT,291.01,6.81,D
27.41094,68.52028,319.51,1.04,1.02,2022-01-25,0559,T,67,6.1NRT,290.94,17.96,D
27.17184,68.44669,308.48,1.04,1.02,2022-01-25,0559,T,57,6.1NRT,292.12,8.26,D
27.17043,68.4571,306.74,1.04,1.02,2022-01-25,0559,T,49,6.1NRT,291.67,6.96,D
26.92444,68.23702,305.94,1.05,1.03,2022-01-25,0559,T,42,6.1NRT,291.01,6.9,D
26.83736,68.2702,311.67,1.05,1.02,2022-01-25,0559,T,64,6.1NRT,291.2,10.88,D
26.12298,68.84818,328.41,1.01,1.01,2022-01-25,0559,T,84,6.1NRT,294.49,25.27,D
26.12157,68.85818,324.12,1.01,1.01,2022-01-25,0559,T,80,6.1NRT,293.76,20.29,D
26.07969,68.29659,308.41,1.04,1.02,2022-01-25,0559,T,61,6.1NRT,291.26,8.22,D
25.57396,69.14391,312.26,1,1,2022-01-25,0559,T,64,6.1NRT,294.32,8.95,D
25.62683,68.64529,312.57,1.02,1.01,2022-01-25,0601,T,66,6.1NRT,292.37,10.37,D
25.5602,68.46403,315.23,1.02,1.01,2022-01-25,0601,T,71,6.1NRT,292.51,12.43,D
25.45419,69.20796,311.13,1,1,2022-01-25,0601,T,60,6.1NRT,295.49,7.55,D
25.50369,68.6697,306.5,1.01,1.01,2022-01-25,0601,T,44,6.1NRT,293.74,5.47,D
25.45447,68.75675,319.27,1.01,1,2022-01-25,0601,T,75,6.1NRT,294.08,14.83,D
25.44268,68.77509,307.91,1.01,1,2022-01-25,0601,T,32,6.1NRT,293.68,5.37,D
25.3492,69.2338,319.54,1,1,2022-01-25,0601,T,74,6.1NRT,294.66,14.47,D
25.34778,69.24362,307.73,1,1,2022-01-25,0601,T,38,6.1NRT,294.96,5.07,D
25.35866,68.65331,314.6,1.01,1.01,2022-01-25,0601,T,69,6.1NRT,294.81,10.5,D
25.35725,68.66325,307.49,1.01,1.01,2022-01-25,0601,T,43,6.1NRT,294.33,5.26,D
25.34968,68.65182,308.78,1.01,1.01,2022-01-25,0601,T,39,6.1NRT,293.99,5.95,D
25.24619,68.86111,308.92,1.01,1,2022-01-25,0601,T,51,6.1NRT,294.93,6.82,D
25.18028,69.0012,308.47,1,1,2022-01-25,0601,T,45,6.1NRT,294.69,4.75,D
25.17887,69.01102,308.12,1,1,2022-01-25,0601,T,41,6.1NRT,294.87,4.63,D
25.11877,69.10545,312.44,1,1,2022-01-25,0601,T,60,6.1NRT,294.87,8.48,D
25.09767,69.06165,312.86,1,1,2022-01-25,0601,T,62,6.1NRT,296.34,8.57,D
24.51583,72.21098,312.75,1.21,1.09,2022-01-25,0601,T,58,6.1NRT,297.95,8.91,D
24.99842,68.46648,309.63,1.02,1.01,2022-01-25,0601,T,45,6.1NRT,296.34,5.62,D
24.88023,68.52184,310.21,1.01,1.01,2022-01-25,0601,T,53,6.1NRT,298,5.41,D
24.87883,68.53175,311.74,1.01,1.01,2022-01-25,0601,T,59,6.1NRT,298.18,6.49,D
24.74194,69.29233,312.61,1,1,2022-01-25,0601,T,56,6.1NRT,298.92,6.92,D
24.5639,69.24928,312.13,1,1,2022-01-25,0601,T,56,6.1NRT,300.52,4.83,D
24.64004,68.06548,310.11,1.03,1.01,2022-01-25,0601,T,56,6.1NRT,295.47,6.71,D
24.65091,67.92628,311.98,1.04,1.02,2022-01-25,0601,T,62,6.1NRT,294.71,8.96,D
24.6495,67.93642,307.92,1.04,1.02,2022-01-25,0601,T,44,6.1NRT,294.44,5.71,D
24.63119,68.06779,307.41,1.03,1.01,2022-01-25,0601,T,31,6.1NRT,295.17,4.42,D
22.72955,71.44283,314.38,1.17,1.08,2022-01-25,0601,T,55,6.1NRT,301.13,8.85,D
21.18018,72.97983,311.54,1.52,1.22,2022-01-25,0601,T,60,6.1NRT,297.33,11.21,D
20.95814,70.60186,317.46,1.12,1.06,2022-01-25,0601,T,73,6.1NRT,298.35,13.94,D
19.33702,72.0153,312.04,1.41,1.18,2022-01-25,0601,T,52,6.1NRT,294.93,13.64,D
19.33476,72.02852,313.37,1.42,1.18,2022-01-25,0601,T,58,6.1NRT,294.87,15.47,D
19.34242,71.31162,313.92,1.28,1.12,2022-01-25,0601,T,57,6.1NRT,293.98,11.84,D
19.34364,71.30547,311.56,1.28,1.12,2022-01-25,0601,T,32,6.1NRT,295.05,9.16,D
18.02718,74.1222,317.86,2.11,1.41,2022-01-25,0601,T,71,6.1NRT,297.25,29.83,D
18.02633,74.11647,310.58,2.11,1.41,2022-01-25,0601,T,47,6.1NRT,297,12.19,D
32.02845,70.32606,302.5,1.01,1.01,2022-01-25,0559,T,52,6.1NRT,287.87,5.34,D
31.69202,71.06624,301.03,1,1,2022-01-25,0559,T,36,6.1NRT,287.55,3.84,D
30.27522,70.91319,301.82,1,1,2022-01-25,0559,T,49,6.1NRT,289.86,4.39,D
29.92411,72.7607,300.57,1.1,1.05,2022-01-25,0559,T,39,6.1NRT,290.27,3.88,D
30.17286,70.91904,303.47,1,1,2022-01-25,0559,T,56,6.1NRT,289.93,4.95,D
30.17133,70.9293,303.25,1,1,2022-01-25,0559,T,55,6.1NRT,291.12,4.92,D
29.94308,70.91496,300.67,1,1,2022-01-25,0559,T,40,6.1NRT,289.39,3.89,D
30.21973,67.57433,305.59,1.2,1.09,2022-01-25,0559,T,62,6.1NRT,285.93,8.93,D
29.75397,70.88056,300.52,1,1,2022-01-25,0559,T,38,6.1NRT,289.24,3.97,D
29.72136,70.85327,313.07,1,1,2022-01-25,0559,T,73,6.1NRT,290.13,11.4,D
29.59247,70.79105,305.64,1,1,2022-01-25,0559,T,62,6.1NRT,292.85,4.84,D
15.86814,101.54257,315.14,4.34,1.92,2022-01-25,0559,A,43,6.1NRT,299.46,49.77,D
